id,created_at,source,original_text,lang,favorite_count,retweet_count,original_author,hashtags,user_mentions,place,clean_tweet,compound,neg,neu,pos,sentiment
1.32e+18,2020-10-12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @USATODAY: With the onset of the COVID-19 pandemic, autumn activities such as leaf peeping and apple picking have drawn renewed interest…",en,0.0,120.0,OneStaffMedical,,USATODAY,"Omaha, NE","RT Ġ@ US AT OD AY : ĠWith Ġthe Ġonset Ġof Ġthe ĠCO VID - 19 Ġpand emic , Ġautumn Ġactivities Ġsuch Ġas Ġleaf Ġpe eping Ġand Ġapple Ġpicking Ġhave Ġdrawn Ġrenewed Ġinterest âĢ¦",0.4588,0.0,0.786,0.214,pos,"['RT Ġ@ US AT OD AY : ĠWith Ġthe Ġonset Ġof Ġthe ĠCO VID - 19 Ġpand emic , Ġautumn Ġactivities Ġsuch Ġas Ġleaf Ġpe eping Ġand Ġapple Ġpicking Ġhave Ġdrawn Ġrenewed Ġinterest âĢ¦', ('vaccine', 0.7784284949302673), ('infection', 0.17185363173484802), ('death', 0.04971790686249733)]"
1.31e+18,2020-10-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @tommys: Tomorrow marks the start of #BLAW2020  It's been a difficult year for many, but the effect of social distancing from COVID-19 h…",en,0.0,7.0,lovefrom_with,BLAW2020,tommys,,"RT Ġ@ t omm ys : ĠTomorrow Ġmarks Ġthe Ġstart Ġof Ġ# BL AW 2020 Ġ ĠIt 's Ġbeen Ġa Ġdifficult Ġyear Ġfor Ġmany , Ġbut Ġthe Ġeffect Ġof Ġsocial Ġdist ancing Ġfrom ĠCO VID - 19 Ġh âĢ¦",-0.3612,0.217,0.783,0.0,neg,"[""RT Ġ@ t omm ys : ĠTomorrow Ġmarks Ġthe Ġstart Ġof Ġ# BL AW 2020 Ġ ĠIt 's Ġbeen Ġa Ġdifficult Ġyear Ġfor Ġmany , Ġbut Ġthe Ġeffect Ġof Ġsocial Ġdist ancing Ġfrom ĠCO VID - 19 Ġh âĢ¦"", ('vaccine', 0.40498384833335876), ('infection', 0.3566562831401825), ('death', 0.23835989832878113)]"
1.31e+18,2020-09-25,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",RT NBBJ: ‘Impact is profound’: Tourism group plots path out of 30% sector joblessness https://t.co/NRL5vFV68W https://t.co/xg000SxVCD,en,0.0,36.0,BVTelecom,,,"Santa Rosa, CA 95405",RT ĠN BB J : ĠâĢ ĺ Imp act Ġis Ġprofound âĢ Ļ : ĠTourism Ġgroup Ġplots Ġpath Ġout Ġof Ġ30 % Ġsector Ġjob lessness Ġhttps :// t . co / N RL 5 v F V 68 W Ġhttps :// t . co / x g 000 S x V CD,0.0,0.0,1.0,0.0,neu,"['RT ĠN BB J : ĠâĢ ĺ Imp act Ġis Ġprofound âĢ Ļ : ĠTourism Ġgroup Ġplots Ġpath Ġout Ġof Ġ30 % Ġsector Ġjob lessness Ġhttps :// t . co / N RL 5 v F V 68 W Ġhttps :// t . co / x g 000 S x V CD', ('infection', 0.7837004661560059), ('vaccine', 0.12679798901081085), ('death', 0.0895015299320221)]"
1.3e+18,2020-08-20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","""In an Italian study87% of hospitalized patients still had symptoms after2 mos; a British study found similar trend… https://t.co/PUEykCL3wn",en,0.0,64.0,abmacd53,,,Chicago,""" In Ġan Âł Italian Ġstudy 87 % Ġof Ġhospitalized Ġpatients Ġstill Ġhad Ġsymptoms Ġafter 2 Ġmos ; Ġa Âł British Ġstudy Âł found Ġsimilar Ġtrend âĢ¦ Ġhttps :// t . co / PU Ey k CL 3 wn",0.0,0.0,1.0,0.0,neu,"['"" In Ġan Âł Italian Ġstudy 87 % Ġof Ġhospitalized Ġpatients Ġstill Ġhad Ġsymptoms Ġafter 2 Ġmos ; Ġa Âł British Ġstudy Âł found Ġsimilar Ġtrend âĢ¦ Ġhttps :// t . co / PU Ey k CL 3 wn', ('infection', 0.49129343032836914), ('vaccine', 0.26759421825408936), ('death', 0.24111224710941315)]"
1.32e+18,2020-10-20,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TarriPoha: #COVID #SecondWave is creating havoc in EU-UK, US yet to control. Major nations staring towards another #Lockdown  Since Ind…",en,0.0,26471.0,TarriPoha,"COVID, SecondWave, Lockdown",TarriPoha,"Nagpur, India","RT Ġ@ Tar ri P oha : Ġ# CO VID Ġ# Second Wave Ġis Ġcreating Ġhavoc Ġin ĠEU - UK , ĠUS Ġyet Ġto Ġcontrol . ĠMajor Ġnations Ġstaring Ġtowards Ġanother Ġ# Lock down Ġ ĠSince ĠInd âĢ¦",-0.5994,0.245,0.755,0.0,neg,"['RT Ġ@ Tar ri P oha : Ġ# CO VID Ġ# Second Wave Ġis Ġcreating Ġhavoc Ġin ĠEU - UK , ĠUS Ġyet Ġto Ġcontrol . ĠMajor Ġnations Ġstaring Ġtowards Ġanother Ġ# Lock down Ġ ĠSince ĠInd âĢ¦', ('vaccine', 0.4270375967025757), ('infection', 0.42618122696876526), ('death', 0.14678116142749786)]"
1.3e+18,2020-09-06,"<a href=""https://www.onedirect.in/"" rel=""nofollow"">OneDirect Suite</a>",@Ashvin9099 For further assistance kindly write back on the same email thread for our team to check and assist you… https://t.co/0jDUmiR27e,en,0.0,0.0,Yatra_Care,,Ashvin9099,"Gurugram, India",@ Ash vin 90 99 ĠFor Ġfurther Ġassistance Ġkindly Ġwrite Ġback Ġon Ġthe Ġsame Ġemail Ġthread Ġfor Ġour Ġteam Ġto Ġcheck Ġand Ġassist Ġyou âĢ¦ Ġhttps :// t . co / 0 j D U mi R 27 e,0.0,0.0,1.0,0.0,neu,"['@ Ash vin 90 99 ĠFor Ġfurther Ġassistance Ġkindly Ġwrite Ġback Ġon Ġthe Ġsame Ġemail Ġthread Ġfor Ġour Ġteam Ġto Ġcheck Ġand Ġassist Ġyou âĢ¦ Ġhttps :// t . co / 0 j D U mi R 27 e', ('vaccine', 0.6186248064041138), ('infection', 0.24559810757637024), ('death', 0.13577717542648315)]"
1.32e+18,2020-10-13,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @footballdaily: 🚨 BREAKING 🚨  Cristiano Ronaldo has tested positive for COVID-19 https://t.co/MX4HoJDVHh,en,0.0,2.0,KGyeke,,footballdaily,"Asankragua, Ghana",RT Ġ@ foot bal ld aily : ĠðŁ ļ ¨ ĠBRE AKING ĠðŁ ļ ¨ Ġ ĠCrist iano ĠRonaldo Ġhas Ġtested Ġpositive Ġfor ĠCO VID - 19 Ġhttps :// t . co / MX 4 Ho JD V H h,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ foot bal ld aily : ĠðŁ ļ ¨ ĠBRE AKING ĠðŁ ļ ¨ Ġ ĠCrist iano ĠRonaldo Ġhas Ġtested Ġpositive Ġfor ĠCO VID - 19 Ġhttps :// t . co / MX 4 Ho JD V H h', ('vaccine', 0.7516473531723022), ('infection', 0.2023116648197174), ('death', 0.04604094475507736)]"
1.31e+18,2020-09-30,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @IRNRadioNews: At 5 with Tania - Eight people have died and six more are in intensive care with Covid-19 after an outbreak at a hospital…,en,0.0,3.0,Gateway978,,IRNRadioNews,From the heart of Eastgate,RT Ġ@ IR N Radio News : ĠAt Ġ5 Ġwith ĠT ania Ġ- ĠEight Ġpeople Ġhave Ġdied Ġand Ġsix Ġmore Ġare Ġin Ġintensive Ġcare Ġwith ĠCov id - 19 Ġafter Ġan Ġoutbreak Ġat Ġa Ġhospital âĢ¦,-0.1779,0.258,0.53,0.212,neg,"['RT Ġ@ IR N Radio News : ĠAt Ġ5 Ġwith ĠT ania Ġ- ĠEight Ġpeople Ġhave Ġdied Ġand Ġsix Ġmore Ġare Ġin Ġintensive Ġcare Ġwith ĠCov id - 19 Ġafter Ġan Ġoutbreak Ġat Ġa Ġhospital âĢ¦', ('death', 0.9544370174407959), ('infection', 0.04116947203874588), ('vaccine', 0.004393509589135647)]"
1.3e+18,2020-09-02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @SusanJDurant: Big shout out &amp; thank you to #IqbalPoultry #Thorne who have donated over 4 ton in weight of chicken thighs, wings &amp; drums…",en,0.0,0.0,RaychiBoo,"IqbalPoultry, Thorne",SusanJDurant,South Yorkshire,"RT Ġ@ Susan J Dur ant : ĠBig Ġshout Ġout Ġ& amp ; Ġthank Ġyou Ġto Ġ# I q bal P oultry Ġ# Th orne Ġwho Ġhave Ġdonated Ġover Ġ4 Ġton Ġin Ġweight Ġof Ġchicken Ġthighs , Ġwings Ġ& amp ; Ġdrums âĢ¦",0.3612,0.0,0.783,0.217,pos,"['RT Ġ@ Susan J Dur ant : ĠBig Ġshout Ġout Ġ& amp ; Ġthank Ġyou Ġto Ġ# I q bal P oultry Ġ# Th orne Ġwho Ġhave Ġdonated Ġover Ġ4 Ġton Ġin Ġweight Ġof Ġchicken Ġthighs , Ġwings Ġ& amp ; Ġdrums âĢ¦', ('infection', 0.4364955723285675), ('vaccine', 0.37759295105934143), ('death', 0.18591150641441345)]"
1.31e+18,2020-10-06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Reuters: President Trump faced a fresh backlash for removing his mask when he returned to the White House and urging Americans not to f…,en,0.0,39.0,FishKroger,,Reuters,,RT Ġ@ Reuters : ĠPresident ĠTrump Ġfaced Ġa Ġfresh Ġbacklash Ġfor Ġremoving Ġhis Ġmask Ġwhen Ġhe Ġreturned Ġto Ġthe ĠWhite ĠHouse Ġand Ġurging ĠAmericans Ġnot Ġto Ġf âĢ¦,0.3182,0.0,0.827,0.173,pos,"['RT Ġ@ Reuters : ĠPresident ĠTrump Ġfaced Ġa Ġfresh Ġbacklash Ġfor Ġremoving Ġhis Ġmask Ġwhen Ġhe Ġreturned Ġto Ġthe ĠWhite ĠHouse Ġand Ġurging ĠAmericans Ġnot Ġto Ġf âĢ¦', ('infection', 0.6502534747123718), ('death', 0.1871425360441208), ('vaccine', 0.1626039743423462)]"
1.32e+18,2020-10-12,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @oliveblogs: ...of CHILDREN BECOMING HOSPITALISED. This is the marker which many use to determine the seriousness of the situation in re…,en,0.0,3250.0,ceiligirl1,,oliveblogs,Longford ,RT Ġ@ ol ive blogs : Ġ... of ĠCH IL DR EN ĠB EC OM ING ĠH OSP ITAL IS ED . ĠThis Ġis Ġthe Ġmarker Ġwhich Ġmany Ġuse Ġto Ġdetermine Ġthe Ġseriousness Ġof Ġthe Ġsituation Ġin Ġre âĢ¦,-0.0772,0.14,0.86,0.0,neg,"['RT Ġ@ ol ive blogs : Ġ... of ĠCH IL DR EN ĠB EC OM ING ĠH OSP ITAL IS ED . ĠThis Ġis Ġthe Ġmarker Ġwhich Ġmany Ġuse Ġto Ġdetermine Ġthe Ġseriousness Ġof Ġthe Ġsituation Ġin Ġre âĢ¦', ('infection', 0.492780864238739), ('vaccine', 0.3026338219642639), ('death', 0.2045852392911911)]"
1.31e+18,2020-10-01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Sadiya_farouq: Together we can defeat the spread of #COVID19   #StayHome  #StaySafe https://t.co/J3DAKTHXRh,en,0.0,8523.0,Sadiya_Carefs,"COVID19, StayHome, StaySafe",Sadiya_farouq,Nigeria ,RT Ġ@ S adi ya _ far ou q : ĠTogether Ġwe Ġcan Ġdefeat Ġthe Ġspread Ġof Ġ# CO VID 19 Ġ Ġ Ġ# Stay Home Ġ Ġ# Stay Safe Ġhttps :// t . co / J 3 DA K TH X Rh,-0.4588,0.6,0.4,0.0,neg,"['RT Ġ@ S adi ya _ far ou q : ĠTogether Ġwe Ġcan Ġdefeat Ġthe Ġspread Ġof Ġ# CO VID 19 Ġ Ġ Ġ# Stay Home Ġ Ġ# Stay Safe Ġhttps :// t . co / J 3 DA K TH X Rh', ('vaccine', 0.714042603969574), ('infection', 0.21922913193702698), ('death', 0.06672821193933487)]"
1.3e+18,2020-09-02,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CovidFoodFuture: With continued support and an enabling policy environment, these adaptive responses to the Covid-19 could open up path…",en,0.0,4.0,JohnAgboola_,,CovidFoodFuture,"Nairobi, Kenya","RT Ġ@ C ov id Food Future : ĠWith Ġcontinued Ġsupport Ġand Ġan Ġenabling Ġpolicy Ġenvironment , Ġthese Ġadaptive Ġresponses Ġto Ġthe ĠCov id - 19 Ġcould Ġopen Ġup Ġpath âĢ¦",0.4019,0.0,0.787,0.213,pos,"['RT Ġ@ C ov id Food Future : ĠWith Ġcontinued Ġsupport Ġand Ġan Ġenabling Ġpolicy Ġenvironment , Ġthese Ġadaptive Ġresponses Ġto Ġthe ĠCov id - 19 Ġcould Ġopen Ġup Ġpath âĢ¦', ('infection', 0.4418555200099945), ('vaccine', 0.4125864505767822), ('death', 0.14555804431438446)]"
1.31e+18,2020-09-22,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @theseoulstory: A good news, actor Kim Won Hae has fully recovered from COVID-19  Source: https://t.co/9GndWDF5Vg https://t.co/HMsScnk2Ek",en,0.0,10704.0,TingLin629,,theseoulstory,,"RT Ġ@ these oul story : ĠA Ġgood Ġnews , Ġactor ĠKim ĠWon ĠH ae Ġhas Ġfully Ġrecovered Ġfrom ĠCO VID - 19 Ġ ĠSource : Ġhttps :// t . co / 9 G nd W DF 5 V g Ġhttps :// t . co / H Ms Sc n k 2 E k",0.4404,0.0,0.734,0.266,pos,"['RT Ġ@ these oul story : ĠA Ġgood Ġnews , Ġactor ĠKim ĠWon ĠH ae Ġhas Ġfully Ġrecovered Ġfrom ĠCO VID - 19 Ġ ĠSource : Ġhttps :// t . co / 9 G nd W DF 5 V g Ġhttps :// t . co / H Ms Sc n k 2 E k', ('vaccine', 0.4092441201210022), ('infection', 0.3437831699848175), ('death', 0.24697275459766388)]"
1.31e+18,2020-10-05,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TJEck_TV: ""This is a very important crossroads for our athletic program.”  Facing a budget shortfall of more than $5 million, due in la…",en,0.0,2.0,sdearth,,TJEck_TV,"Newport News and Norfolk, VA","RT Ġ@ T J E ck _ TV : Ġ"" This Ġis Ġa Ġvery Ġimportant Ġcross roads Ġfor Ġour Ġathletic Ġprogram . âĢ Ŀ Ġ ĠF acing Ġa Ġbudget Ġshortfall Ġof Ġmore Ġthan Ġ$ 5 Ġmillion , Ġdue Ġin Ġla âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ T J E ck _ TV : Ġ"" This Ġis Ġa Ġvery Ġimportant Ġcross roads Ġfor Ġour Ġathletic Ġprogram . âĢ Ŀ Ġ ĠF acing Ġa Ġbudget Ġshortfall Ġof Ġmore Ġthan Ġ$ 5 Ġmillion , Ġdue Ġin Ġla âĢ¦', ('infection', 0.5220671892166138), ('vaccine', 0.3303321897983551), ('death', 0.1476006656885147)]"
1.31e+18,2020-10-09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @ACTHealth: Good news! ACT residents can soon visit Tassie from 26 October without having to quarantine for 2 weeks.  We're proud to sha…,en,0.0,0.0,AnitaN1007,,ACTHealth,Australia,RT Ġ@ ACT Health : ĠGood Ġnews ! ĠACT Ġresidents Ġcan Ġsoon Ġvisit ĠT ass ie Ġfrom Ġ26 ĠOctober Ġwithout Ġhaving Ġto Ġquarantine Ġfor Ġ2 Ġweeks . Ġ ĠWe 're Ġproud Ġto Ġsh a âĢ¦,0.089,0.155,0.669,0.176,pos,"[""RT Ġ@ ACT Health : ĠGood Ġnews ! ĠACT Ġresidents Ġcan Ġsoon Ġvisit ĠT ass ie Ġfrom Ġ26 ĠOctober Ġwithout Ġhaving Ġto Ġquarantine Ġfor Ġ2 Ġweeks . Ġ ĠWe 're Ġproud Ġto Ġsh a âĢ¦"", ('infection', 0.41003087162971497), ('vaccine', 0.3906392753124237), ('death', 0.19932985305786133)]"
1.3e+18,2020-08-28,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",We have now contacted @wlv_uni regarding our concerns about this blog post.  We'll be posting further information a… https://t.co/SPnkGhfcFg,en,0.0,300.0,PhysiosForME,,wlv_uni,,We Ġhave Ġnow Ġcontacted Ġ@ w lv _ uni Ġregarding Ġour Ġconcerns Ġabout Ġthis Ġblog Ġpost . Ġ ĠWe 'll Ġbe Ġposting Ġfurther Ġinformation Ġa âĢ¦ Ġhttps :// t . co / SP n k Gh fc F g,0.0,0.0,1.0,0.0,neu,"[""We Ġhave Ġnow Ġcontacted Ġ@ w lv _ uni Ġregarding Ġour Ġconcerns Ġabout Ġthis Ġblog Ġpost . Ġ ĠWe 'll Ġbe Ġposting Ġfurther Ġinformation Ġa âĢ¦ Ġhttps :// t . co / SP n k Gh fc F g"", ('vaccine', 0.4899139404296875), ('infection', 0.35373929142951965), ('death', 0.15634676814079285)]"
1.32e+18,2020-10-16,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @novaramedia: As #COVID_19 spirals out of control, Johnson is distracted by two wars of his own making.  Tonight we speak to @MatthewBro…",en,0.0,3470.0,GeorgeO64194973,COVID_19,novaramedia,,"RT Ġ@ nov ar amed ia : ĠAs Ġ# CO VID _ 19 Ġspir als Ġout Ġof Ġcontrol , ĠJohnson Ġis Ġdistracted Ġby Ġtwo Ġwars Ġof Ġhis Ġown Ġmaking . Ġ ĠTonight Ġwe Ġspeak Ġto Ġ@ Matthew Bro âĢ¦",-0.7269,0.466,0.534,0.0,neg,"['RT Ġ@ nov ar amed ia : ĠAs Ġ# CO VID _ 19 Ġspir als Ġout Ġof Ġcontrol , ĠJohnson Ġis Ġdistracted Ġby Ġtwo Ġwars Ġof Ġhis Ġown Ġmaking . Ġ ĠTonight Ġwe Ġspeak Ġto Ġ@ Matthew Bro âĢ¦', ('vaccine', 0.5052831768989563), ('infection', 0.35207614302635193), ('death', 0.142640620470047)]"
1.31e+18,2020-09-26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Twenty4App: Fight Covid 19's impact on our economy by aiding regional food banks. Do this by 1) simply downloading/playing Twenty4, nav…",en,0.0,65.0,TomSizemore51,,Twenty4App,"Frisco, TX","RT Ġ@ Twenty 4 App : ĠFight ĠCov id Ġ19 's Ġimpact Ġon Ġour Ġeconomy Ġby Ġaiding Ġregional Ġfood Ġbanks . ĠDo Ġthis Ġby Ġ1 ) Ġsimply Ġdownloading / playing ĠTwenty 4 , Ġnav âĢ¦",-0.0516,0.163,0.688,0.15,neg,"[""RT Ġ@ Twenty 4 App : ĠFight ĠCov id Ġ19 's Ġimpact Ġon Ġour Ġeconomy Ġby Ġaiding Ġregional Ġfood Ġbanks . ĠDo Ġthis Ġby Ġ1 ) Ġsimply Ġdownloading / playing ĠTwenty 4 , Ġnav âĢ¦"", ('vaccine', 0.5116371512413025), ('infection', 0.3528501093387604), ('death', 0.13551269471645355)]"
1.31e+18,2020-10-09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Claire_Harnett: 48% of managers report that employees have felt disconnected from their organisation during Covid-19. In order to preve…,en,0.0,42.0,SarKieran,,Claire_Harnett,University of Limerick,RT Ġ@ Cl aire _ H arn ett : Ġ48 % Ġof Ġmanagers Ġreport Ġthat Ġemployees Ġhave Ġfelt Ġdisconnected Ġfrom Ġtheir Ġorganisation Ġduring ĠCov id - 19 . ĠIn Ġorder Ġto Ġpre ve âĢ¦,0.0,0.0,1.0,0.0,neu,"['RT Ġ@ Cl aire _ H arn ett : Ġ48 % Ġof Ġmanagers Ġreport Ġthat Ġemployees Ġhave Ġfelt Ġdisconnected Ġfrom Ġtheir Ġorganisation Ġduring ĠCov id - 19 . ĠIn Ġorder Ġto Ġpre ve âĢ¦', ('vaccine', 0.5184397101402283), ('infection', 0.31414639949798584), ('death', 0.1674138903617859)]"
1.31e+18,2020-09-30,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",#AnalystColor #Biotech 2 Regeneron Analysts On COVID-19 Antibody Cocktail's Emergency Use Authorization Prospects… https://t.co/Wlt7bJrG7L,en,0.0,0.0,dailytradingapp,"AnalystColor, Biotech",,,# An alyst Color Ġ# Bi otech Ġ2 ĠRegener on ĠAnaly sts ĠOn ĠCO VID - 19 ĠAnt ib ody ĠCock tail 's ĠEmergency ĠUse ĠAuthorization ĠProspect s âĢ¦ Ġhttps :// t . co / W lt 7 b Jr G 7 L,0.296,0.0,0.784,0.216,pos,"[""# An alyst Color Ġ# Bi otech Ġ2 ĠRegener on ĠAnaly sts ĠOn ĠCO VID - 19 ĠAnt ib ody ĠCock tail 's ĠEmergency ĠUse ĠAuthorization ĠProspect s âĢ¦ Ġhttps :// t . co / W lt 7 b Jr G 7 L"", ('infection', 0.5098550319671631), ('vaccine', 0.40507298707962036), ('death', 0.08507200330495834)]"
1.32e+18,2020-10-11,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>","UK at COVID-19 ‘tipping point’, top scientist warns https://t.co/fxG3t7u11F",en,0.0,5796.0,HypercitiNews,,,"Kumasi, Ghana","UK Ġat ĠCO VID - 19 ĠâĢ ĺ t ipping Ġpoint âĢ Ļ , Ġtop Ġscientist Âł warn s Ġhttps :// t . co / fx G 3 t 7 u 11 F",0.1027,0.171,0.61,0.22,pos,"['UK Ġat ĠCO VID - 19 ĠâĢ ĺ t ipping Ġpoint âĢ Ļ , Ġtop Ġscientist Âł warn s Ġhttps :// t . co / fx G 3 t 7 u 11 F', ('vaccine', 0.6742422580718994), ('infection', 0.18680468201637268), ('death', 0.1389531046152115)]"
1.31e+18,2020-09-28,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @Taiwan_Today: .@iingwen honors individuals, organizations for roles in combating #COVID19 https://t.co/MywEePAWdP",en,0.0,111.0,FreedmanFY558,COVID19,"Taiwan_Today, iingwen","London, England","RT Ġ@ Tai wan _ Today : Ġ. @ i ing wen Ġhonors Ġindividuals , Ġorganizations Ġfor Ġroles Ġin Ġcombating Ġ# CO VID 19 Ġhttps :// t . co / My w E e PA W d P",0.2023,0.279,0.349,0.372,pos,"['RT Ġ@ Tai wan _ Today : Ġ. @ i ing wen Ġhonors Ġindividuals , Ġorganizations Ġfor Ġroles Ġin Ġcombating Ġ# CO VID 19 Ġhttps :// t . co / My w E e PA W d P', ('vaccine', 0.48364266753196716), ('infection', 0.29366829991340637), ('death', 0.22268900275230408)]"
1.31e+18,2020-10-08,"<a href=""http://www.hubspot.com/"" rel=""nofollow"">HubSpot</a>",Thinking about your next contract? Read our free guide: https://t.co/N47yzONOOt  #Coronavirus #Contracts #Covid19… https://t.co/UuEdZR82iN,en,0.0,756.0,contractingwise,"Coronavirus, Contracts, Covid19",,"London, England",Th inking Ġabout Ġyour Ġnext Ġcontract ? ĠRead Ġour Ġfree Ġguide : Ġhttps :// t . co / N 47 yz ON OO t Ġ Ġ# Cor on av irus Ġ# Contract s Ġ# C ov id 19 âĢ¦ Ġhttps :// t . co / U u Ed Z R 82 i N,0.5106,0.0,0.602,0.398,pos,"['Th inking Ġabout Ġyour Ġnext Ġcontract ? ĠRead Ġour Ġfree Ġguide : Ġhttps :// t . co / N 47 yz ON OO t Ġ Ġ# Cor on av irus Ġ# Contract s Ġ# C ov id 19 âĢ¦ Ġhttps :// t . co / U u Ed Z R 82 i N', ('infection', 0.5312005281448364), ('vaccine', 0.281993567943573), ('death', 0.18680590391159058)]"
1.31e+18,2020-10-06,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@realDonaldTrump @mirandadevine @nypost Wear a mask. Covid-19 is real.  We do not all have access to world class he… https://t.co/GBXcANOr1V,en,0.0,35.0,Fireant72453330,,"realDonaldTrump, mirandadevine, nypost",,@ realDonaldTrump Ġ@ mir and ade vine Ġ@ ny post ĠWear Ġa Ġmask . ĠCov id - 19 Ġis Ġreal . Ġ ĠWe Ġdo Ġnot Ġall Ġhave Ġaccess Ġto Ġworld Ġclass Ġhe âĢ¦ Ġhttps :// t . co / GB X c AN Or 1 V,0.0,0.0,1.0,0.0,neu,"['@ realDonaldTrump Ġ@ mir and ade vine Ġ@ ny post ĠWear Ġa Ġmask . ĠCov id - 19 Ġis Ġreal . Ġ ĠWe Ġdo Ġnot Ġall Ġhave Ġaccess Ġto Ġworld Ġclass Ġhe âĢ¦ Ġhttps :// t . co / GB X c AN Or 1 V', ('vaccine', 0.5754669308662415), ('infection', 0.3285039961338043), ('death', 0.09602904319763184)]"
1.31e+18,2020-10-10,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PiyushGoyal: Converting COVID crisis into an opportunity, Railways enhanced freight operations for the benifit of farmers &amp; businesses.…",en,0.0,0.0,prashantarchu,,PiyushGoyal,India,"RT Ġ@ P iy ush G oyal : ĠConver ting ĠCO VID Ġcrisis Ġinto Ġan Ġopportunity , ĠRail ways Ġenhanced Ġfreight Ġoperations Ġfor Ġthe Ġben if it Ġof Ġfarmers Ġ& amp ; Ġbusinesses . âĢ¦",0.0,0.0,1.0,0.0,neu,"['RT Ġ@ P iy ush G oyal : ĠConver ting ĠCO VID Ġcrisis Ġinto Ġan Ġopportunity , ĠRail ways Ġenhanced Ġfreight Ġoperations Ġfor Ġthe Ġben if it Ġof Ġfarmers Ġ& amp ; Ġbusinesses . âĢ¦', ('vaccine', 0.6388562917709351), ('infection', 0.2898674011230469), ('death', 0.07127631455659866)]"
1.31e+18,2020-09-17,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>","According to a @GroupISC report, 99 percent of schools surveyed responded that it had an online learning platform t… https://t.co/H8Vqj2nSC4",en,0.0,2.0,EdMarketBrief,,GroupISC,"Bethesda, MD","According Ġto Ġa Ġ@ Group ISC Ġreport , Ġ99 Ġpercent Ġof Ġschools Ġsurveyed Ġresponded Ġthat Ġit Ġhad Ġan Ġonline Ġlearning Ġplatform Ġt âĢ¦ Ġhttps :// t . co / H 8 V q j 2 n SC 4",0.0,0.0,1.0,0.0,neu,"['According Ġto Ġa Ġ@ Group ISC Ġreport , Ġ99 Ġpercent Ġof Ġschools Ġsurveyed Ġresponded Ġthat Ġit Ġhad Ġan Ġonline Ġlearning Ġplatform Ġt âĢ¦ Ġhttps :// t . co / H 8 V q j 2 n SC 4', ('vaccine', 0.5090907216072083), ('infection', 0.2827046513557434), ('death', 0.20820458233356476)]"
